gene	merged_name	type	start	end	strand	UTR length on 5' end	UTR length on 3' end	UTR length before start	UTR length after end
BSGatlas-gene-4208	cotH	CDS	3716009	3717097	-	100	127	127	100
BSGatlas-gene-4211	ywrF	CDS	3717999	3718616	+	39	81	39	81
BSGatlas-gene-4212	ywrE	CDS	3718794	3719129	+	18	22	18	22
BSGatlas-gene-4214	chrS	CDS	3720925	3721401	+	40	0	40	0
BSGatlas-gene-4219	ywqM	CDS	3723454	3724335	+	719	0	719	0
BSGatlas-gene-422	yckC	CDS	369236	369691	+	49	26	49	26
BSGatlas-gene-4220	nfi	CDS	3724420	3725136	-	0	42	42	0
BSGatlas-gene-4222	rttN	CDS	3725600	3727408	-	18	0	0	18
BSGatlas-gene-4223	ywqI	CDS	3727427	3727687	-	0	18	18	0
BSGatlas-gene-4224	ywqH	CDS	3727697	3728119	-	84	0	0	84
BSGatlas-gene-4226	ywqG	CDS	3728511	3729296	-	117	112	112	117
BSGatlas-gene-4227	uglF	CDS	3729488	3730810	-	194	47	47	194
BSGatlas-gene-4228	ptpZ	CDS	3731005	3731769	-	52	194	194	52
BSGatlas-gene-4229	ptkA	CDS	3731822	3732535	-	0	52	52	0
BSGatlas-gene-423	yckD	CDS	369773	370105	+	28	46	28	46
BSGatlas-gene-4230	tkmA	CDS	3732525	3733271	-	45	0	0	45
BSGatlas-gene-4231	ywzD	CDS	3733505	3733648	-	495	0	0	495
BSGatlas-gene-4232	ywqB	CDS	3733852	3735462	+	51	0	51	0
BSGatlas-gene-4233	hepA	CDS	3735449	3738217	+	0	51	0	51
BSGatlas-gene-4234	ywpJ	CDS	3738343	3739200	-	0	100	100	0
BSGatlas-gene-4235	glcR	CDS	3739206	3739982	-	223	0	0	223
BSGatlas-gene-4236	ssbB	CDS	3740206	3740547	-	76	223	223	76
BSGatlas-gene-4237	ywpG	CDS	3740624	3741007	-	43	76	76	43
BSGatlas-gene-4238	ywpF	CDS	3741182	3741592	+	143	65	143	65
BSGatlas-gene-424	bglC	CDS	370259	371692	+	42	45	42	45
BSGatlas-gene-4241	mscL	CDS	3743267	3743659	-	72	41	41	72
BSGatlas-gene-4242	fabZ	CDS	3743732	3744157	-	164	72	72	164
BSGatlas-gene-4243	rapD	CDS	3744349	3745413	+	46	919	46	919
BSGatlas-gene-4244	flhP	CDS	3745436	3746245	-	33	81	81	33
BSGatlas-gene-4245	flhO	CDS	3746279	3747091	-	162	33	33	162
BSGatlas-gene-4246	mbl	CDS	3747254	3748255	-	165	162	162	165
BSGatlas-gene-4247	spoIIID	CDS	3748421	3748702	-	0	165	165	0
BSGatlas-gene-4248	usd	CDS	3748717	3748827	-	36	0	0	36
BSGatlas-gene-4249	ywoH	CDS	3749052	3749465	+	1901	0	1901	0
BSGatlas-gene-425	nin	CDS	371729	372127	-	38	461	461	38
BSGatlas-gene-4251	ywoF	CDS	3750768	3752174	-	52	60	60	52
BSGatlas-gene-4252	pucI	CDS	3752280	3753752	-	63	35	35	63
BSGatlas-gene-4253	ywoD	CDS	3753933	3755291	-	0	44	44	0
BSGatlas-gene-4254	ywoC	CDS	3755291	3755860	-	106	0	0	106
BSGatlas-gene-4256	ywoB	CDS	3756044	3756508	-	1114	0	0	1114
BSGatlas-gene-4257	amtB	CDS	3756790	3758004	+	46	0	46	0
BSGatlas-gene-4258	glnK	CDS	3758016	3758366	+	125	48	125	48
BSGatlas-gene-4259	bcrC	CDS	3758547	3759128	+	101	55	101	55
BSGatlas-gene-426	nucA	CDS	372154	372603	-	244	26	26	244
BSGatlas-gene-4260	ywnJ	CDS	3759169	3759591	-	88	45	45	88
BSGatlas-gene-4262	ywnH	CDS	3760694	3761185	+	485	0	485	0
BSGatlas-gene-4263	ywnG	CDS	3761182	3761700	+	228	26	228	26
BSGatlas-gene-4265	ywnF	CDS	3761987	3762421	-	701	975	975	701
BSGatlas-gene-4266	clsA	CDS	3762664	3764112	+	81	0	81	0
BSGatlas-gene-4267	mta	CDS	3764133	3764906	-	16	26	26	16
BSGatlas-gene-4268	ywnC	CDS	3765051	3765434	+	48	0	48	0
BSGatlas-gene-4269	ywnB	CDS	3765469	3766110	-	67	41	41	67
BSGatlas-gene-427	tlpC	CDS	372771	374492	-	40	0	0	40
BSGatlas-gene-4270	ywnA	CDS	3766178	3766579	-	60	67	67	60
BSGatlas-gene-4271	ureC	CDS	3766714	3768423	-	0	44	44	0
BSGatlas-gene-4274	ureA	CDS	3768791	3769108	-	180	0	0	180
BSGatlas-gene-4275	ywzE	CDS	3769289	3769453	-	172	180	180	172
BSGatlas-gene-4276	ywzF	putative-coding	3769626	3769808	-	140	172	172	140
BSGatlas-gene-4277	csbD	CDS	3770104	3770292	-	72	52	52	72
BSGatlas-gene-4278	ywmF	CDS	3770365	3770865	-	44	72	72	44
BSGatlas-gene-4279	rapB	CDS	3771000	3772133	-	114	41	41	114
BSGatlas-gene-428	hxlB	CDS	374603	375160	-	0	47	47	0
BSGatlas-gene-4280	moaA	CDS	3772325	3773350	-	0	53	53	0
BSGatlas-gene-4281	fdhD	CDS	3773366	3774154	-	33	0	0	33
BSGatlas-gene-4287	spoIID	CDS	3776722	3777753	-	32	38	38	32
BSGatlas-gene-4288	murAA	CDS	3777949	3779259	-	33	54	54	33
BSGatlas-gene-4289	ywmB	CDS	3779293	3780033	-	128	33	33	128
BSGatlas-gene-429	hxlA	CDS	375166	375798	-	42	0	0	42
BSGatlas-gene-4290	ywzB	CDS	3780162	3780392	-	264	128	128	264
BSGatlas-gene-4291	ywmA	CDS	3780562	3781035	+	29	0	29	0
BSGatlas-gene-4292	atpC	CDS	3781069	3781467	-	23	44	44	23
BSGatlas-gene-4293	atpD	CDS	3781491	3782912	-	25	23	23	25
BSGatlas-gene-4294	atpG	CDS	3782938	3783801	-	76	25	25	76
BSGatlas-gene-4295	atpA	CDS	3783878	3785386	-	16	76	76	16
BSGatlas-gene-4296	atpH	CDS	3785403	3785948	-	0	16	16	0
BSGatlas-gene-4297	atpF	CDS	3785945	3786457	-	162	0	0	162
BSGatlas-gene-4298	atpE	CDS	3786620	3786832	-	45	162	162	45
BSGatlas-gene-4299	atpB	CDS	3786878	3787612	-	83	45	45	83
BSGatlas-gene-430	hxlR	CDS	376032	376394	+	87	37	87	37
BSGatlas-gene-4300	atpI	CDS	3787620	3788003	-	272	0	0	272
BSGatlas-gene-4301	upp	CDS	3788426	3789055	-	68	39	39	68
BSGatlas-gene-4302	glyA	CDS	3789190	3790437	-	44	51	51	44
BSGatlas-gene-4303	ywlG	CDS	3790644	3791186	-	0	35	35	0
BSGatlas-gene-4304	rpiB	CDS	3791199	3791648	-	156	0	0	156
BSGatlas-gene-4305	prpB	CDS	3791805	3792257	-	75	156	156	75
BSGatlas-gene-4306	mntP	CDS	3792333	3792890	-	41	75	75	41
BSGatlas-gene-4307	tsaC	CDS	3792969	3794009	-	66	18	18	66
BSGatlas-gene-4309	spoIIR	CDS	3794676	3795350	-	34	0	0	34
BSGatlas-gene-4310	ywlA	CDS	3795491	3795853	+	36	0	36	0
BSGatlas-gene-4311	ywkF	CDS	3795870	3796157	-	74	42	42	74
BSGatlas-gene-4313	prfA	CDS	3797085	3798155	-	166	20	20	166
BSGatlas-gene-4314	ywkD	CDS	3798281	3798667	+	16	121	16	121
BSGatlas-gene-4315	racA	CDS	3798789	3799343	+	121	41	121	41
BSGatlas-gene-4316	ywkB	CDS	3799377	3800336	-	565	41	41	565
BSGatlas-gene-4317	maeA	CDS	3800418	3802166	-	80	81	81	80
BSGatlas-gene-4319	rpmEA	CDS	3803081	3803281	-	118	54	54	118
BSGatlas-gene-4323	glpX	CDS	3805090	3806055	-	30	44	44	30
BSGatlas-gene-4325	tal	CDS	3807754	3808392	-	119	59	59	119
BSGatlas-gene-4326	fbaA	CDS	3808512	3809369	-	128	119	119	128
BSGatlas-gene-4327	spo0F	CDS	3809550	3809924	-	696	0	0	696
BSGatlas-gene-4328	ywjG	CDS	3810090	3810611	+	78	90	78	90
BSGatlas-gene-4329	pyrG	CDS	3810693	3812300	-	180	53	53	180
BSGatlas-gene-4331	rpoE	CDS	3812542	3813063	-	182	62	62	182
BSGatlas-gene-4332	acdA	CDS	3813246	3814385	-	0	182	182	0
BSGatlas-gene-4333	fadF	CDS	3814382	3816499	-	64	0	0	64
BSGatlas-gene-4334	clsB	CDS	3816654	3817850	+	32	0	32	0
BSGatlas-gene-4337	ywjC	CDS	3818906	3819178	+	31	475	31	475
BSGatlas-gene-4338	ywjB	CDS	3819220	3819744	-	0	331	331	0
BSGatlas-gene-4339	ywjA	CDS	3819754	3821481	-	88	0	0	88
BSGatlas-gene-4340	clsC	CDS	3821570	3823072	-	43	88	88	43
BSGatlas-gene-4341	narI	CDS	3823558	3824229	-	0	379	379	0
BSGatlas-gene-4342	narJ	CDS	3824226	3824780	-	25	0	0	25
BSGatlas-gene-4343	narH	CDS	3824806	3826269	-	0	25	25	0
BSGatlas-gene-4344	narG	CDS	3826259	3829945	-	34	0	0	34
BSGatlas-gene-4345	arfM	CDS	3830141	3830617	-	26	26	26	26
BSGatlas-gene-4346	ywiC	CDS	3830761	3831480	+	38	0	38	0
BSGatlas-gene-4347	fnr	CDS	3831512	3832228	-	98	42	42	98
BSGatlas-gene-4348	narK	CDS	3832327	3833514	-	32	98	98	32
BSGatlas-gene-4349	argS	CDS	3833650	3835320	-	0	52	52	0
BSGatlas-gene-435	srfAC	CDS	398532	402359	+	36	28	36	28
BSGatlas-gene-4350	ywiB	CDS	3835317	3835745	-	152	0	0	152
BSGatlas-gene-4351	sboA	CDS	3836058	3836189	+	239	45	239	45
BSGatlas-gene-4352	sboX	CDS	3836146	3836298	+	0	24	0	24
BSGatlas-gene-4353	albA	CDS	3836323	3837669	+	24	0	24	0
BSGatlas-gene-436	srfAD	CDS	402388	403116	+	28	45	28	45
BSGatlas-gene-4360	ywhL	CDS	3843001	3844377	-	38	462	462	38
BSGatlas-gene-4361	ywhK	CDS	3844416	3845771	-	55	38	38	55
BSGatlas-gene-4362	rapF	CDS	3846001	3847146	+	50	0	50	0
BSGatlas-gene-4363	phrF	CDS	3847130	3847249	+	88	33	88	33
BSGatlas-gene-4365	speB	CDS	3847853	3848725	-	60	1879	1879	60
BSGatlas-gene-4366	speE	CDS	3848786	3849616	-	85	60	60	85
BSGatlas-gene-4367	pbpG	CDS	3849818	3851893	+	28	0	28	0
BSGatlas-gene-4369	ywhD	CDS	3852186	3852704	-	0	96	96	0
BSGatlas-gene-437	srfT	CDS	403217	404443	+	54	43	54	43
BSGatlas-gene-4370	ywhC	CDS	3852718	3853377	-	55	0	0	55
BSGatlas-gene-4371	hmtB	CDS	3853486	3853674	+	66	0	66	0
BSGatlas-gene-4372	ywhA	CDS	3853717	3854136	-	119	48	48	119
BSGatlas-gene-438	ycxB	CDS	404458	405015	-	53	28	28	53
BSGatlas-gene-4380	ywgA	CDS	3858999	3859499	-	35	179	179	35
BSGatlas-gene-4381	ywfO	CDS	3859535	3860836	-	161	35	35	161
BSGatlas-gene-4382	ywzC	CDS	3860998	3861222	-	85	161	161	85
BSGatlas-gene-4383	psrF	CDS	3861437	3862213	+	43	52	43	52
BSGatlas-gene-4384	ywfM	CDS	3862357	3863247	-	41	0	0	41
BSGatlas-gene-4386	cysL	CDS	3864309	3865208	-	47	0	0	47
BSGatlas-gene-4387	pta	CDS	3865355	3866326	-	152	56	56	152
BSGatlas-gene-4388	hemQ	CDS	3866596	3867360	+	42	28	42	28
BSGatlas-gene-4389	bacG	CDS	3867493	3868272	+	42	0	42	0
BSGatlas-gene-439	ycxC	CDS	405069	406007	-	47	53	53	47
BSGatlas-gene-4392	bacD	CDS	3870668	3872086	-	18	0	0	18
BSGatlas-gene-4393	bacC	CDS	3872105	3872866	-	0	18	18	0
BSGatlas-gene-4395	bacA	CDS	3873566	3874180	-	40	0	0	40
BSGatlas-gene-4397	ywfA	CDS	3874332	3875570	-	55	60	60	55
BSGatlas-gene-4398	rocC	CDS	3875780	3877192	-	682	43	43	682
BSGatlas-gene-4399	rocB	CDS	3877192	3878892	-	73	0	0	73
BSGatlas-gene-44	csfB	CDS	35531	35725	+	72	29	72	29
BSGatlas-gene-4400	rocA	CDS	3878966	3880513	-	38	73	73	38
BSGatlas-gene-4401	rocG	CDS	3880740	3882014	-	88	46	46	88
BSGatlas-gene-4402	bslB	CDS	3882191	3882655	-	112	57	57	112
BSGatlas-gene-4403	spsL	CDS	3882979	3883434	-	0	58	58	0
BSGatlas-gene-4406	spsI	CDS	3885239	3885979	-	24	0	0	24
BSGatlas-gene-4407	spsG	CDS	3886004	3887023	-	0	24	24	0
BSGatlas-gene-4411	spsC	CDS	3889732	3890901	-	20	0	0	20
BSGatlas-gene-4412	spsB	CDS	3890922	3892346	-	0	20	20	0
BSGatlas-gene-4413	spsA	CDS	3892351	3893121	-	39	0	0	39
BSGatlas-gene-4414	gerQ	CDS	3893441	3893986	+	117	51	117	51
BSGatlas-gene-4415	ywdK	CDS	3894030	3894401	-	61	52	52	61
BSGatlas-gene-4416	ywdJ	CDS	3894463	3895785	-	19	61	61	19
BSGatlas-gene-4417	ywdI	CDS	3895805	3896122	-	41	19	19	41
BSGatlas-gene-4418	ywdH	CDS	3896290	3897660	+	40	37	40	37
BSGatlas-gene-4419	ung	CDS	3897685	3898362	-	328	36	36	328
BSGatlas-gene-442	sfpAn	putative-coding	407638	408135	-	40	0	0	40
BSGatlas-gene-4420	ywdF	CDS	3898376	3899182	-	36	0	0	36
BSGatlas-gene-4423	ywzG	CDS	3900481	3900819	-	34	0	0	34
BSGatlas-gene-4424	pdxK	CDS	3900963	3901778	+	43	47	43	47
BSGatlas-gene-4425	ywdA	CDS	3901868	3902116	-	93	40	40	93
BSGatlas-gene-4426	sacA	CDS	3902210	3903649	-	0	93	93	0
BSGatlas-gene-4427	sacP	CDS	3903646	3905031	-	149	0	0	149
BSGatlas-gene-4428	nirC	CDS	3905333	3906103	+	53	1102	53	1102
BSGatlas-gene-4429	sacT	CDS	3906142	3906972	-	39	1086	1086	39
BSGatlas-gene-443	yczE	CDS	408240	408887	-	33	37	37	33
BSGatlas-gene-4430	ywcI	CDS	3907012	3907314	-	140	39	39	140
BSGatlas-gene-4431	vpr	CDS	3907844	3910264	+	57	43	57	43
BSGatlas-gene-4432	ywcH	CDS	3910302	3911303	-	173	47	47	173
BSGatlas-gene-4433	nfrAA	CDS	3911477	3912226	-	20	173	173	20
BSGatlas-gene-4434	rodA	CDS	3912332	3913513	-	133	44	44	133
BSGatlas-gene-4435	ywcE	CDS	3914009	3914272	+	112	49	112	49
BSGatlas-gene-4436	qoxD	CDS	3914315	3914689	-	0	45	45	0
BSGatlas-gene-4438	qoxB	CDS	3915319	3917268	-	27	0	0	27
BSGatlas-gene-4439	qoxA	CDS	3917296	3918261	-	463	27	27	463
BSGatlas-gene-444	tcyC	CDS	409208	409951	-	0	186	186	0
BSGatlas-gene-4440	ywzA	CDS	3918777	3919022	+	1756	51	1756	51
BSGatlas-gene-4442	galK	CDS	3920638	3921810	-	80	0	0	80
BSGatlas-gene-4443	ywcD	CDS	3921891	3922274	-	17	80	80	17
BSGatlas-gene-4444	slrC	CDS	3922292	3922963	-	1088	17	17	1088
BSGatlas-gene-4445	slrA	CDS	3923319	3923477	+	189	0	189	0
BSGatlas-gene-4446	vbfB	CDS	3923920	3924228	+	57	0	57	0
BSGatlas-gene-4448	ywbO	CDS	3925797	3926399	-	282	1814	1814	282
BSGatlas-gene-4449	efeB	CDS	3926682	3927932	-	106	282	282	106
BSGatlas-gene-4450	efeM	CDS	3927951	3929108	-	0	18	18	0
BSGatlas-gene-4451	efeU	CDS	3929105	3930550	-	45	0	0	45
BSGatlas-gene-4452	thiE	CDS	3930707	3931375	-	0	58	58	0
BSGatlas-gene-4454	cidR	CDS	3932198	3933103	-	48	0	0	48
BSGatlas-gene-4455	cidA	CDS	3933209	3933595	+	37	0	37	0
BSGatlas-gene-4457	ywbF	CDS	3934358	3935557	+	43	33	43	33
BSGatlas-gene-4458	ywbE	CDS	3935591	3935788	+	33	0	33	0
BSGatlas-gene-4459	rlmI	CDS	3935824	3937014	-	41	0	0	41
BSGatlas-gene-446	tcyA	CDS	410656	411462	-	62	0	0	62
BSGatlas-gene-4460	glxA	CDS	3937135	3937515	+	46	49	46	49
BSGatlas-gene-4461	ywbB	CDS	3937553	3938230	-	76	46	46	76
BSGatlas-gene-4462	ywbA	CDS	3938307	3939641	-	1374	76	76	1374
BSGatlas-gene-4463	epr	CDS	3939869	3941806	+	52	54	52	54
BSGatlas-gene-4465	sacX	CDS	3942234	3943613	+	288	53	288	53
BSGatlas-gene-4466	sacY	CDS	3943667	3944509	+	53	918	53	918
BSGatlas-gene-4467	gspA	CDS	3944560	3945420	-	26	1272	1272	26
BSGatlas-gene-4468	ywaF	CDS	3945530	3946243	-	30	0	0	30
BSGatlas-gene-4469	tyrZR	CDS	3946394	3946909	+	727	0	727	0
BSGatlas-gene-447	bsdA	CDS	411578	412450	-	76	0	0	76
BSGatlas-gene-4471	tyrZ	CDS	3947158	3948399	+	41	57	41	57
BSGatlas-gene-4472	eapD	CDS	3948555	3949922	+	36	41	36	41
BSGatlas-gene-4473	relQ	CDS	3949952	3950584	-	40	40	40	40
BSGatlas-gene-4474	menA	CDS	3950726	3951661	-	134	44	44	134
BSGatlas-gene-4476	ywzH	CDS	3952108	3952257	+	677	17	677	17
BSGatlas-gene-4477	dltA	CDS	3952275	3953786	+	17	0	17	0
BSGatlas-gene-4478	dltB	CDS	3953783	3954970	+	0	16	0	16
BSGatlas-gene-4479	dltC	CDS	3954987	3955223	+	16	0	16	0
BSGatlas-gene-4480	dltD	CDS	3955223	3956401	+	0	90	0	90
BSGatlas-gene-4481	dltE	CDS	3956492	3957250	+	90	26	90	26
BSGatlas-gene-4482	ilvK	CDS	3957391	3958482	+	60	44	60	44
BSGatlas-gene-4483	licH	CDS	3958516	3959844	-	0	1298	1298	0
BSGatlas-gene-4484	licA	CDS	3959841	3960173	-	18	0	0	18
BSGatlas-gene-4485	licC	CDS	3960192	3961550	-	0	18	18	0
BSGatlas-gene-4486	licB	CDS	3961566	3961874	-	48	0	0	48
BSGatlas-gene-4487	licR	CDS	3962003	3963928	-	78	23	23	78
BSGatlas-gene-4488	yxzF	CDS	3964091	3964249	-	28	25	25	28
BSGatlas-gene-4489	aag	CDS	3964278	3964868	-	70	28	28	70
BSGatlas-gene-449	bsdC	CDS	413157	414578	+	0	16	0	16
BSGatlas-gene-4490	katX	CDS	3964997	3966640	+	25	48	25	48
BSGatlas-gene-4491	yxlH	CDS	3966745	3967947	+	45	0	45	0
BSGatlas-gene-4492	yxlG	CDS	3967944	3968720	-	0	1175	1175	0
BSGatlas-gene-4497	sigY	CDS	3970312	3970848	-	32	0	0	32
BSGatlas-gene-4498	yxlA	CDS	3971060	3972433	+	905	23	905	23
BSGatlas-gene-45	xpaC	CDS	35845	36459	+	49	18	49	18
BSGatlas-gene-450	bsdD	CDS	414595	414822	+	16	0	16	0
BSGatlas-gene-4500	nnrA	CDS	3972448	3973278	-	79	46	46	79
BSGatlas-gene-4501	cydD	CDS	3973364	3975091	-	0	38	38	0
BSGatlas-gene-4504	cydA	CDS	3977791	3979197	-	332	0	0	332
BSGatlas-gene-4505	cimH	CDS	3979753	3981105	+	63	55	63	55
BSGatlas-gene-4506	yxkI	CDS	3981227	3982915	+	41	0	41	0
BSGatlas-gene-4507	yxzE	CDS	3982973	3983173	+	27	935	27	935
BSGatlas-gene-4508	yxkH	CDS	3983187	3984026	-	45	151	151	45
BSGatlas-gene-4509	msmX	CDS	3984133	3985230	-	120	49	49	120
BSGatlas-gene-4510	yxkF	CDS	3985351	3986244	-	1083	120	120	1083
BSGatlas-gene-4511	aldY	CDS	3986428	3987885	+	81	50	81	50
BSGatlas-gene-4512	gdnE	CDS	3987927	3988763	-	960	48	48	960
BSGatlas-gene-4514	yxkC	CDS	3989331	3989873	+	244	391	244	391
BSGatlas-gene-4515	galE	CDS	3989948	3990967	-	114	45	45	114
BSGatlas-gene-4516	yxkA	CDS	3991082	3991588	-	29	114	114	29
BSGatlas-gene-4517	yxjO	CDS	3991718	3992593	+	80	0	80	0
BSGatlas-gene-452	yclE	CDS	415350	416195	+	60	48	60	48
BSGatlas-gene-4522	pepT	CDS	3995075	3996307	+	31	46	31	46
BSGatlas-gene-4524	yxjJ	CDS	3996829	3997092	+	201	128	201	128
BSGatlas-gene-4525	yxjI	CDS	3997221	3997709	+	128	0	128	0
BSGatlas-gene-4527	yxjH	CDS	3997964	3999097	+	220	0	220	0
BSGatlas-gene-453	dtpT	CDS	416235	417713	-	565	51	51	565
BSGatlas-gene-4530	yxjG	CDS	3999350	4000486	+	220	45	220	45
BSGatlas-gene-4531	yxjF	CDS	4000539	4001312	-	16	55	55	16
BSGatlas-gene-4532	scoB	CDS	4001329	4001979	-	0	16	16	0
BSGatlas-gene-4533	scoA	CDS	4001976	4002692	-	630	0	0	630
BSGatlas-gene-4534	yxjC	CDS	4002716	4004134	-	76	23	23	76
BSGatlas-gene-4535	rlmA	CDS	4004288	4005136	-	917	46	46	917
BSGatlas-gene-4538	nupG	CDS	4005752	4006945	+	240	833	240	833
BSGatlas-gene-454	yclG	CDS	417993	419747	+	243	0	243	0
BSGatlas-gene-4540	yxiTn	putative-coding	4007416	4007658	-	65	0	0	65
BSGatlas-gene-4541	yxiS	CDS	4007803	4008093	-	49	38	38	49
BSGatlas-gene-4542	katE	CDS	4008143	4010203	-	33	49	49	33
BSGatlas-gene-4543	citH	CDS	4010404	4011684	+	90	120	90	120
BSGatlas-gene-4544	bglS	CDS	4011842	4012570	-	295	55	55	295
BSGatlas-gene-4545	licT	CDS	4012866	4013699	-	95	295	295	95
BSGatlas-gene-4546	yxiP	CDS	4013795	4014475	-	947	95	95	947
BSGatlas-gene-4547	yxiO	CDS	4014682	4015968	+	42	228	42	228
BSGatlas-gene-4548	deaD	CDS	4015987	4017426	-	81	50	50	81
BSGatlas-gene-4549	yxiM	CDS	4017508	4018656	-	44	81	81	44
BSGatlas-gene-455	yczF	CDS	419763	419984	-	22	0	0	22
BSGatlas-gene-456	gerKA	CDS	420110	421744	+	22	0	22	0
BSGatlas-gene-4560	wapI	CDS	4023054	4023482	-	61	241	241	61
BSGatlas-gene-4561	wapA	CDS	4023544	4030548	-	36	61	61	36
BSGatlas-gene-4563	yxiE	CDS	4031797	4032243	-	102	43	43	102
BSGatlas-gene-4564	bglH	CDS	4032346	4033755	-	22	102	102	22
BSGatlas-gene-4565	bglP	CDS	4033778	4035607	-	210	22	22	210
BSGatlas-gene-4567	yxxE	CDS	4035990	4036298	-	45	54	54	45
BSGatlas-gene-4568	rtbE	CDS	4036344	4036787	-	0	45	45	0
BSGatlas-gene-4569	rtbD	CDS	4036784	4038493	-	19	0	0	19
BSGatlas-gene-457	gerKC	CDS	421734	422957	+	0	24	0	24
BSGatlas-gene-4570	yxiC	CDS	4038513	4038782	-	0	19	19	0
BSGatlas-gene-4571	yxiB	CDS	4038794	4039159	-	67	0	0	67
BSGatlas-gene-4572	abnB	CDS	4039466	4040875	-	111	44	44	111
BSGatlas-gene-4573	yxzL	CDS	4041009	4041173	-	209	0	0	209
BSGatlas-gene-4574	hutP	CDS	4041492	4041938	+	42	112	42	112
BSGatlas-gene-4575	hutH	CDS	4042051	4043577	+	112	0	112	0
BSGatlas-gene-4578	hutG	CDS	4046503	4047462	+	0	75	0	75
BSGatlas-gene-4579	hutM	CDS	4047538	4048965	+	75	51	75	51
BSGatlas-gene-458	gerKB	CDS	422982	424103	+	24	47	24	47
BSGatlas-gene-4580	pdp	CDS	4049009	4050310	-	29	51	51	29
BSGatlas-gene-4581	nupC	CDS	4050340	4051521	-	80	29	29	80
BSGatlas-gene-4582	deoC	CDS	4051602	4052273	-	105	80	80	105
BSGatlas-gene-4583	deoR	CDS	4052379	4053320	-	52	105	105	52
BSGatlas-gene-4584	yxxB	CDS	4053454	4054281	-	72	0	0	72
BSGatlas-gene-4587	sndB	CDS	4056870	4058012	-	16	0	0	16
BSGatlas-gene-4588	yxeO	CDS	4058029	4058778	-	0	16	16	0
BSGatlas-gene-4589	yxeN	CDS	4058791	4059465	-	22	0	0	22
BSGatlas-gene-4590	yxeM	CDS	4059488	4060282	-	24	22	22	24
BSGatlas-gene-4591	snaB	CDS	4060307	4060804	-	0	24	24	0
BSGatlas-gene-4592	yxeK	CDS	4060818	4062143	-	82	0	0	82
BSGatlas-gene-4594	yxeI	CDS	4062543	4063529	-	67	19	19	67
BSGatlas-gene-4596	hadM	CDS	4063684	4064496	-	54	31	31	54
BSGatlas-gene-4597	yxeG	CDS	4064536	4065093	-	0	39	39	0
BSGatlas-gene-4598	yxeF	CDS	4065074	4065508	-	561	0	0	561
BSGatlas-gene-4599	cotNE	CDS	4065597	4065962	+	46	198	46	198
BSGatlas-gene-46	yaaN	CDS	36478	37638	+	18	81	18	81
BSGatlas-gene-4600	yxeD	CDS	4066210	4066563	+	34	36	34	36
BSGatlas-gene-4601	yxeC	CDS	4066607	4067005	-	120	34	34	120
BSGatlas-gene-4602	frxB	CDS	4067183	4068148	+	60	853	60	853
BSGatlas-gene-4606	tpeK	CDS	4071310	4072287	-	0	84	84	0
BSGatlas-gene-4607	tpeJ	CDS	4072284	4072973	-	46	0	0	46
BSGatlas-gene-4608	iolJ	CDS	4073081	4073953	-	20	28	28	20
BSGatlas-gene-4609	iolI	CDS	4073974	4074810	-	85	20	20	85
BSGatlas-gene-461	yclJ	CDS	426577	427260	+	41	0	41	0
BSGatlas-gene-4610	iolH	CDS	4074896	4075765	-	19	85	85	19
BSGatlas-gene-4611	iolG	CDS	4075785	4076819	-	22	19	19	22
BSGatlas-gene-4612	iolF	CDS	4076842	4078158	-	0	22	22	0
BSGatlas-gene-4613	iolE	CDS	4078173	4079066	-	16	0	0	16
BSGatlas-gene-4614	iolD	CDS	4079083	4080996	-	32	16	16	32
BSGatlas-gene-4615	iolC	CDS	4081029	4082006	-	23	32	32	23
BSGatlas-gene-4616	iolB	CDS	4082030	4082845	-	74	23	23	74
BSGatlas-gene-4617	iolA	CDS	4082920	4084383	-	377	74	74	377
BSGatlas-gene-4618	iolR	CDS	4084799	4085554	+	383	53	383	53
BSGatlas-gene-4619	iolS	CDS	4085608	4086540	+	53	49	53	49
BSGatlas-gene-4620	yxcE	CDS	4086802	4087452	+	157	0	157	0
BSGatlas-gene-4621	yxcD	CDS	4087456	4087764	+	0	53	0	53
BSGatlas-gene-4622	csbC	CDS	4088002	4089387	+	63	615	63	615
BSGatlas-gene-4623	htpG	CDS	4089429	4091309	-	99	52	52	99
BSGatlas-gene-4624	yxcA	CDS	4091477	4091728	-	32	0	0	32
BSGatlas-gene-4625	yxbG	CDS	4091845	4092666	+	33	34	33	34
BSGatlas-gene-4626	yxbF	CDS	4092695	4093837	-	100	47	47	100
BSGatlas-gene-4628	yxbD	CDS	4095356	4095835	-	79	668	668	79
BSGatlas-gene-4629	yxbC	CDS	4095915	4096907	-	111	79	79	111
BSGatlas-gene-463	rapC	CDS	428831	429979	+	33	0	33	0
BSGatlas-gene-4633	yxnB	CDS	4098423	4098905	+	0	20	0	20
BSGatlas-gene-4634	asnH	CDS	4098926	4101169	+	20	0	20	0
BSGatlas-gene-4635	yxaM	CDS	4101166	4102365	+	0	69	0	69
BSGatlas-gene-4636	yxaL	CDS	4102429	4103661	-	100	23	23	100
BSGatlas-gene-4637	yxaJ	CDS	4103762	4104187	-	43	100	100	43
BSGatlas-gene-4638	yxaI	CDS	4104444	4104899	+	49	648	49	648
BSGatlas-gene-4639	yxaH	CDS	4104929	4106137	-	107	36	36	107
BSGatlas-gene-464	phrC	CDS	429963	430085	+	267	47	267	47
